10,2.42197
60,5.59275
110,10.2901
160,13.8617
210,19.5592
260,25.1915
310,33.4567
360,43.6371
410,52.2388
460,60.4828
510,70.1946
560,76.3604
610,86.4113
660,93.9423
710,106.2
760,112.283
810,117.671
860,126.363
910,133.991
960,144.834
