10,2.34898
60,4.48101
110,5.78086
160,6.87343
210,10.1106
260,12.1741
310,14.2336
360,16.2233
410,17.9217
460,20.0429
510,21.0238
560,21.7605
610,25.4653
660,25.6183
710,31.0602
760,31.2632
810,32.2022
860,35.2536
910,35.6911
960,39.1566
